Program,Slot,Date,Start Time,End Time,Course Code,Course Title,Students,Faculty,Faculty_Full,Faculty_Code,Start_Time,End_Time,Exam_Location
D,Slot - G,2025-08-23,12:00:00,13:30:00,ENG105.37,Public Speaking,26,[DAR] Dr. Md. Abdur Rouf,Dr. Md. Abdur Rouf,DAR,12:00:00,13:30:00,D - Slot - G
C,Slot - G,2025-08-23,12:00:00,13:30:00,ACT141.2,Introduction to Accounting,40,[RSP] Rayan Sanjana Prioty,Rayan Sanjana Prioty,RSP,12:00:00,13:30:00,C - Slot - G
C,Slot - G,2025-08-23,12:00:00,13:30:00,ACT141.10,Introduction to Accounting,40,[RSP] Rayan Sanjana Prioty,Rayan Sanjana Prioty,RSP,12:00:00,13:30:00,C - Slot - G
C,Slot - G,2025-08-23,12:00:00,13:30:00,ACT141.13,Introduction to Accounting,39,[RSP] Rayan Sanjana Prioty,Rayan Sanjana Prioty,RSP,12:00:00,13:30:00,C - Slot - G
C,Slot - G,2025-08-23,12:00:00,13:30:00,ECO461.3,Introduction to Economics,40,[MSAS] Mustafa Saadman Sakib,Mustafa Saadman Sakib,MSAS,12:00:00,13:30:00,C - Slot - G
C,Slot - G,2025-08-23,12:00:00,13:30:00,MGT281.1,Introduction to Business & Management,39,[TBK] Tasnim Binte Kabir,Tasnim Binte Kabir,TBK,12:00:00,13:30:00,C - Slot - G
C,Slot - G,2025-08-23,12:00:00,13:30:00,MGT281.9,Introduction to Business & Management,39,[TBK] Tasnim Binte Kabir,Tasnim Binte Kabir,TBK,12:00:00,13:30:00,C - Slot - G
C,Slot - G,2025-08-23,12:00:00,13:30:00,PHY161.4,Physics I,39,[RS] Rajia Sultana,Rajia Sultana,RS,12:00:00,13:30:00,C - Slot - G
C,Slot - G,2025-08-23,12:00:00,13:30:00,PHY161.5,Physics I,39,[RS] Rajia Sultana,Rajia Sultana,RS,12:00:00,13:30:00,C - Slot - G
C,Slot - G,2025-08-23,12:00:00,13:30:00,PHY181.10,Physics II,39,[DMAZ] Dr. Md. Azizar Rahman,Dr. Md. Azizar Rahman,DMAZ,12:00:00,13:30:00,C - Slot - G
C,Slot - G,2025-08-23,12:00:00,13:30:00,PHY181.11,Physics II,40,[DMAZ] Dr. Md. Azizar Rahman,Dr. Md. Azizar Rahman,DMAZ,12:00:00,13:30:00,C - Slot - G
C,Slot - G,2025-08-23,12:00:00,13:30:00,PHY181.12,Physics II,40,[DHA] Dr. Hasina Akther,Dr. Hasina Akther,DHA,12:00:00,13:30:00,C - Slot - G
C,Slot - G,2025-08-23,12:00:00,13:30:00,PHY181.13,Physics II,40,[DHA] Dr. Hasina Akther,Dr. Hasina Akther,DHA,12:00:00,13:30:00,C - Slot - G
D,Slot - H,2025-08-23,14:30:00,16:00:00,EEE241.15,Electronic Devices & Circuits I,32,[SADS] Md. Sadman Amir,Md. Sadman Amir,SADS,14:30:00,16:00:00,D - Slot - H
D,Slot - H,2025-08-23,14:30:00,16:00:00,MAT241.15,Complex Variables and Transforms (Laplace & Fourier),28,[DKAM] Dr. Kh. Abdul Maleque,Dr. Kh. Abdul Maleque,DKAM,14:30:00,16:00:00,D - Slot - H
D,Slot - H,2025-08-23,14:30:00,16:00:00,SOC341.9,Engineering Ethics,42,[MEK] Mohammad Enamul Kabir,Mohammad Enamul Kabir,MEK,14:30:00,16:00:00,D - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,CSE2013.1,Digital Logic Design,0,[JHT] Jahid Hasan Tushar,Jahid Hasan Tushar,JHT,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,CSE263.2,Digital Logic Design,40,[JHT] Jahid Hasan Tushar,Jahid Hasan Tushar,JHT,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,CSE263.3,Digital Logic Design,41,[JHT] Jahid Hasan Tushar,Jahid Hasan Tushar,JHT,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,CSE263.5,Digital Logic Design,40,[TAJO] Tanjna Oriana,Tanjna Oriana,TAJO,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,CSE263.6,Digital Logic Design,38,[TAJO] Tanjna Oriana,Tanjna Oriana,TAJO,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,CSE263.7,Digital Logic Design,37,[TAJO] Tanjna Oriana,Tanjna Oriana,TAJO,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,CSE341.8,Computer Networking,39,[MDAM] Md. A. M. Reza Khan,Md. A. M. Reza Khan,MDAM,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,CSE343.10,Computer Architecture,39,[RKM] Md. Rakibul Islam,Md. Rakibul Islam,RKM,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,CSE363.4,Microprocessor Design & Assembly Language Programming,42,[RARA] Raihan Amin Rana,Raihan Amin Rana,RARA,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,CSE4011.1,Computer Networking,1,[MDAM] Md. A. M. Reza Khan,Md. A. M. Reza Khan,MDAM,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,CSE443.1,Computer Graphics & Animation,36,[DMIJ] Prof. Dr. Md. Ismail Jabiullah,Prof. Dr. Md. Ismail Jabiullah,DMIJ,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,MGT281.7,Introduction to Business & Management,40,[KFA] Kanis Fatema,Kanis Fatema,KFA,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,MGT281.10,Introduction to Business & Management,40,[KFA] Kanis Fatema,Kanis Fatema,KFA,14:30:00,16:00:00,C - Slot - H
C,Slot - H,2025-08-23,14:30:00,16:00:00,MGT281.12,Introduction to Business & Management,40,[KFA] Kanis Fatema,Kanis Fatema,KFA,14:30:00,16:00:00,C - Slot - H
D,Slot - I,2025-08-23,17:00:00,18:30:00,CSE343.7,Computer Architecture,28,[KAZ] Kazi Shahrier Rafid,Kazi Shahrier Rafid,KAZ,17:00:00,18:30:00,D - Slot - I
D,Slot - I,2025-08-23,17:00:00,18:30:00,CSE381.4,Introduction to Embedded Systems,45,[GRB] Golam Rabbany,Golam Rabbany,GRB,17:00:00,18:30:00,D - Slot - I
D,Slot - I,2025-08-23,17:00:00,18:30:00,MAT261.10,Linear Algebra and Matrices,28,[GKS] Goutam Kumar Saha,Goutam Kumar Saha,GKS,17:00:00,18:30:00,D - Slot - I
D,Slot - I,2025-08-23,17:00:00,18:30:00,PHY161.10,Physics I,40,[MUKO] Mustofa Khalid Ovi,Mustofa Khalid Ovi,MUKO,17:00:00,18:30:00,D - Slot - I
D,Slot - I,2025-08-23,17:00:00,18:30:00,PHY161.11,Physics I,19,[MUKO] Mustofa Khalid Ovi,Mustofa Khalid Ovi,MUKO,17:00:00,18:30:00,D - Slot - I
D,Slot - I,2025-08-23,17:00:00,18:30:00,PHY181.14,Physics II,40,[DAM] Dr. Abdulla Al Momin,Dr. Abdulla Al Momin,DAM,17:00:00,18:30:00,D - Slot - I
D,Slot - J,2025-08-23,19:00:00,20:30:00,CSE1011.1,Programming Language I (C),2,[DRAT] Dr. Ashis Talukder,Dr. Ashis Talukder,DRAT,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,CSE161.12,Programming Language I,25,[DRAT] Dr. Ashis Talukder,Dr. Ashis Talukder,DRAT,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,CSE261.11,Numerical Methods,31,[SW] Mohammad Shamim Waheed,Mohammad Shamim Waheed,SW,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,CSE263.11,Digital Logic Design,37,[TAT] Dr. Taslim Taher,Dr. Taslim Taher,TAT,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,CSE341.9,Computer Networking,20,[AHQ] Mohammad Ashraful Hoque,Mohammad Ashraful Hoque,AHQ,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,CSE343.9,Computer Architecture,39,[LYPY] Lubna Yasmin Pinky,Lubna Yasmin Pinky,LYPY,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,CSE351.4,Advanced Java,30,[MUI] Md. Muhiminul Islam,Md. Muhiminul Islam,MUI,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,CSE359.6,Graph Theory,27,[BBA] Bulbul Ahmed,Bulbul Ahmed,BBA,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,CSE365.6,Artificial Intelligence,22,[MMJR] Md. Mijanur Rahman,Md. Mijanur Rahman,MMJR,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,CSE4041.2,Artificial Intelligence,0,[MMJR] Md. Mijanur Rahman,Md. Mijanur Rahman,MMJR,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,ETE281.18,Communication Theory,23,[TANA] Tanvir Ahmed,Tanvir Ahmed,TANA,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,MAT241.17,Complex Variables and Transforms (Laplace & Fourier),42,[DMAA] Dr. Md. Ayub Ali,Dr. Md. Ayub Ali,DMAA,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,MAT261.12,Linear Algebra and Matrices,40,[ARA] Md. Ashraful Alam,Md. Ashraful Alam,ARA,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,SOC341.11,Engineering Ethics,43,[SAKR] Salim Shadman Ankur,Salim Shadman Ankur,SAKR,19:00:00,20:30:00,D - Slot - J
D,Slot - J,2025-08-23,19:00:00,20:30:00,STA281.16,Statistical Methods & Probability,42,[DAAH] Dr. Ali Ahmed Howlader,Dr. Ali Ahmed Howlader,DAAH,19:00:00,20:30:00,D - Slot - J
